location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,aged_65_older,gdp_per_capita,cardiovasc_death_rate,population
United Kingdom,Dec-22,240333950,55404,2124370,470,3560031.665,820.692,31467.986,6.962,185.17,397532.44,1221.37,675089360
United Kingdom,Feb-20,606,59,65,2,8.979,0.876,0.967,0.03,536.993,1152844.076,3541.973,1957759144
United Kingdom,Feb-21,112881786,359378,3975738,16821,1672101.395,5323.416,58892.03,249.165,518.476,1113090.832,3419.836,1890250208
United Kingdom,Feb-22,512145395,1570808,5215159,3675,7586334.866,23268.148,77251.386,54.436,518.476,1113090.832,3419.836,1890250208
United Kingdom,Mar-20,281211,38423,27870,5138,4165.539,569.153,412.833,76.108,574.027,1232350.564,3786.247,2092777016
United Kingdom,Mar-21,132310463,169234,4685945,4299,1959895.546,2506.836,69412.219,63.679,574.027,1232350.564,3786.247,2092777016
United Kingdom,Mar-22,618186428,2260724,5889665,4407,9157105.184,33487.776,87242.747,65.279,574.027,1232350.564,3786.247,2092777016
United Kingdom,Apr-20,3299974,139059,706467,33854,48882.035,2059.861,10464.792,501.475,555.51,1192597.32,3664.11,2025268080
United Kingdom,Apr-21,131500537,75695,4600792,1102,1947898.229,1121.258,68150.859,16.324,555.51,1192597.32,3664.11,2025268080
United Kingdom,Apr-22,651364430,890915,5856614,4875,9648566.077,13196.995,86753.167,72.213,555.51,1192597.32,3664.11,2025268080
United Kingdom,May-20,6976157,78602,1467185,13492,103336.791,1164.32,21733.196,199.855,574.027,1232350.564,3786.247,2092777016
United Kingdom,May-21,137945861,73080,4775254,424,2043371.873,1082.525,70735.136,6.28,574.027,1232350.564,3786.247,2092777016
United Kingdom,May-22,687949360,266182,6159712,2113,10190493.3,3942.913,91242.913,31.302,574.027,1232350.564,3786.247,2092777016
United Kingdom,Jun-20,8169695,27565,1642713,3712,121016.497,408.318,24333.266,54.986,555.51,1192597.32,3664.11,2025268080
United Kingdom,Jun-21,138157602,313568,4633281,482,2046508.362,4644.837,68632.116,7.144,555.51,1192597.32,3664.11,2025268080
United Kingdom,Jun-22,673926586,419758,6005031,1446,9982775.999,6217.813,88951.645,21.419,555.51,1192597.32,3664.11,2025268080
United Kingdom,Jul-20,9072047,19471,1763466,1150,134382.909,288.419,26121.963,17.036,574.027,1232350.564,3786.247,2092777016
United Kingdom,Jul-21,165543949,1055621,4819455,1830,2452178.318,15636.757,71389.885,27.107,574.027,1232350.564,3786.247,2092777016
United Kingdom,Jul-22,714428044,584138,6286319,3632,10582718.18,8652.75,93118.324,53.8,574.027,1232350.564,3786.247,2092777016
United Kingdom,Aug-20,9875618,32692,1787447,547,146286.087,484.262,26477.192,8.106,574.027,1232350.564,3786.247,2092777016
United Kingdom,Aug-21,195717880,933053,4901962,3318,2899140.35,13821.178,72612.046,49.15,574.027,1232350.564,3786.247,2092777016
United Kingdom,Aug-22,726302495,217313,6383931,2246,10758612.68,3219.025,94564.236,33.27,574.027,1232350.564,3786.247,2092777016
United Kingdom,Sep-20,11491214,117391,1747050,889,170217.672,1738.896,25878.796,13.169,555.51,1192597.32,3664.11,2025268080
United Kingdom,Sep-21,219771163,1017455,4865192,4385,3255438.11,15071.413,72067.377,64.955,555.51,1192597.32,3664.11,2025268080
United Kingdom,Sep-22,707330800,151060,6228248,1406,10477587.74,2237.63,92258.124,20.828,555.51,1192597.32,3664.11,2025268080
United States,Jan-20,41,7,2043247.52,4254.82933,0.123,0.021,20981.03037,46.89895295,154.13,542254.46,1510.89,3382898560
United States,Jan-21,734395665,6137296,12372478,95983,2170906.551,18142.125,36573.598,283.728,477.803,1680988.826,4683.759,10486985536
United States,Jan-22,2047246144,20354248,26521329,63408,6051751.499,60168.072,78398.238,187.438,477.803,1680988.826,4683.759,10486985536
United States,Oct-20,251587180,1928887,6754952,24554,743702.999,5701.873,19967.943,72.584,477.803,1680988.826,4683.759,10486985536
United States,Oct-21,1393215387,2513808,22412389,48026,4118407.227,7430.927,66252.029,141.967,477.803,1680988.826,4683.759,10486985536
United States,Oct-22,3006037022,1126216,33032628,10864,8885980.375,3329.146,97645.931,32.113,477.803,1680988.826,4683.759,10486985536
United States,Nov-20,339194403,4490504,7477396,39987,1002673.882,13274.134,22103.517,118.205,462.39,1626763.38,4532.67,10148695680
United States,Nov-21,1420267190,2552620,22916952,34601,4198373.568,7545.66,67743.541,102.283,462.39,1626763.38,4532.67,10148695680
United States,Nov-22,2944920208,1308749,32281258,9985,8705316.33,3868.723,95424.846,29.518,462.39,1626763.38,4532.67,10148695680
United States,Dec-20,528967844,6551704,9645411,80074,1563652.692,19367.13,28512.27,236.702,477.803,1680988.826,4683.759,10486985536
United States,Dec-21,1578946686,6300882,24922935,46045,4667437.281,18625.692,73673.319,136.112,477.803,1680988.826,4683.759,10486985536
United States,Dec-22,991472614,593570,10826914,3790,2930837.555,1754.618,32004.842,11.202,154.13,542254.46,1510.89,3382898560
United States,Feb-20,402,17,1,1,1.182,0.051,0.003,0.003,446.977,1572537.934,4381.581,9810405824
United States,Feb-21,777269795,2407421,13544012,65180,2297644.406,7116.445,40036.707,192.674,431.564,1518312.488,4230.492,9472115968
United States,Feb-22,2181437086,3938943,25879512,61428,6448425.948,11643.694,76500.999,181.582,431.564,1518312.488,4230.492,9472115968
United States,Mar-20,1121455,192054,26042,5358,3315.073,567.722,76.981,15.84,477.803,1680988.826,4683.759,10486985536
United States,Mar-21,920063020,1815403,16527558,36662,2719747.589,5366.411,48856.205,108.374,477.803,1680988.826,4683.759,10486985536
United States,Mar-22,2472766546,1041110,30069053,32895,7309608.912,3077.568,88885.472,97.239,477.803,1680988.826,4683.759,10486985536
United States,Apr-20,19982169,888919,1084940,61276,59068.187,2627.686,3207.129,181.139,462.39,1626763.38,4532.67,10148695680
United States,Apr-21,948095386,1888535,16838728,23831,2802612.521,5582.594,49776.036,70.448,462.39,1626763.38,4532.67,10148695680
United States,Apr-22,2423762371,1244834,29719700,12997,7164750.369,3679.785,87852.765,38.421,462.39,1626763.38,4532.67,10148695680
United States,May-20,45414888,709871,2809336,41211,134248.446,2098.412,8304.525,121.818,477.803,1680988.826,4683.759,10486985536
United States,May-21,1023761606,918417,18041543,18145,3026285.263,2714.881,53331.609,53.638,477.803,1680988.826,4683.759,10486985536
United States,May-22,2569296393,2861279,31078594,11009,7594955.473,8458.068,91869.72,32.543,477.803,1680988.826,4683.759,10486985536
United States,Jun-20,64902851,857783,3570789,19572,191855.741,2535.645,10555.412,57.855,462.39,1626763.38,4532.67,10148695680
United States,Jun-21,1008081683,395939,17894211,10432,2979934.707,1170.414,52896.09,30.839,462.39,1626763.38,4532.67,10148695680
United States,Jun-22,2582333668,3347892,30389292,10578,7633494.242,9896.518,89832.113,31.269,462.39,1626763.38,4532.67,10148695680
United States,Jul-20,111253118,1899764,4323228,26506,328869.211,5615.788,12779.656,78.354,477.803,1680988.826,4683.759,10486985536
United States,Jul-21,1061611636,1324922,18751027,8799,3138171.652,3916.529,55428.877,26.012,477.803,1680988.826,4683.759,10486985536
United States,Jul-22,2775938859,3669335,31749208,12707,8205799.879,10846.72,93852.084,37.565,477.803,1680988.826,4683.759,10486985536
United States,Aug-20,166652010,1497968,5252589,28840,492630.821,4428.057,15526.888,85.254,477.803,1680988.826,4683.759,10486985536
United States,Aug-21,1151228794,4287358,19260024,28239,3403083.992,12673.622,56933.493,83.474,477.803,1680988.826,4683.759,10486985536
United States,Aug-22,2887108008,3184249,32199907,16450,8534420.872,9412.783,95184.369,48.627,477.803,1680988.826,4683.759,10486985536
United States,Sep-20,199761890,1199814,5854787,23176,590505.114,3546.701,17307.014,68.512,462.39,1626763.38,4532.67,10148695680
United States,Sep-21,1250530846,4144769,20002791,59117,3696625.316,12252.121,59129.149,174.752,462.39,1626763.38,4532.67,10148695680
United States,Sep-22,2866192380,1833477,31589664,13239,8472593.338,5419.841,93380.463,39.136,462.39,1626763.38,4532.67,10148695680
United States Virgin Islands,Jan-21,132982154.4,361800.8422,2043247.52,4254.82933,1933604.985,5787.218869,20981.03037,46.89895295,576.631,573342.9311,8483.77,3083849
United States Virgin Islands,Jan-22,132982154.4,361800.8422,2043247.52,4254.82933,1933604.985,5787.218869,20981.03037,46.89895295,576.631,573342.9311,8483.77,3083849
United States Virgin Islands,Oct-20,132982154.4,361800.8422,2043247.52,4254.82933,1933604.985,5787.218869,20981.03037,46.89895295,576.631,573342.9311,8483.77,3083849
United States Virgin Islands,Oct-21,132982154.4,361800.8422,2043247.52,4254.82933,1933604.985,5787.218869,20981.03037,46.89895295,576.631,573342.9311,8483.77,3083849
United States Virgin Islands,Nov-20,132982154.4,361800.8422,2043247.52,4254.82933,1933604.985,5787.218869,20981.03037,46.89895295,558.03,573342.9311,8210.1,2984370
United States Virgin Islands,Nov-21,132982154.4,361800.8422,2043247.52,4254.82933,1933604.985,5787.218869,20981.03037,46.89895295,558.03,573342.9311,8210.1,2984370
United States Virgin Islands,Dec-20,132982154.4,361800.8422,2043247.52,4254.82933,1933604.985,5787.218869,20981.03037,46.89895295,576.631,573342.9311,8483.77,3083849
United States Virgin Islands,Dec-21,132982154.4,361800.8422,2043247.52,4254.82933,1933604.985,5787.218869,20981.03037,46.89895295,576.631,573342.9311,8483.77,3083849
United States Virgin Islands,Feb-21,132982154.4,361800.8422,2043247.52,4254.82933,1933604.985,5787.218869,20981.03037,46.89895295,520.828,573342.9311,7662.76,2785412
United States Virgin Islands,Feb-22,132982154.4,361800.8422,2043247.52,4254.82933,1933604.985,5787.218869,20981.03037,46.89895295,520.828,573342.9311,7662.76,2785412
United States Virgin Islands,Mar-20,132982154.4,361800.8422,2043247.52,4254.82933,1933604.985,5787.218869,20981.03037,46.89895295,148.808,573342.9311,2189.36,795832
United States Virgin Islands,Mar-21,132982154.4,361800.8422,2043247.52,4254.82933,1933604.985,5787.218869,20981.03037,46.89895295,576.631,573342.9311,8483.77,3083849
United States Virgin Islands,Mar-22,132982154.4,361800.8422,2043247.52,4254.82933,1933604.985,5787.218869,20981.03037,46.89895295,576.631,573342.9311,8483.77,3083849
United States Virgin Islands,Apr-20,132982154.4,361800.8422,2043247.52,4254.82933,1933604.985,5787.218869,20981.03037,46.89895295,558.03,573342.9311,8210.1,2984370
United States Virgin Islands,Apr-21,132982154.4,361800.8422,2043247.52,4254.82933,1933604.985,5787.218869,20981.03037,46.89895295,558.03,573342.9311,8210.1,2984370
United States Virgin Islands,Apr-22,132982154.4,361800.8422,2043247.52,4254.82933,1933604.985,5787.218869,20981.03037,46.89895295,558.03,573342.9311,8210.1,2984370
United States Virgin Islands,May-20,132982154.4,361800.8422,2043247.52,4254.82933,1933604.985,5787.218869,20981.03037,46.89895295,576.631,573342.9311,8483.77,3083849
United States Virgin Islands,May-21,132982154.4,361800.8422,2043247.52,4254.82933,1933604.985,5787.218869,20981.03037,46.89895295,576.631,573342.9311,8483.77,3083849
United States Virgin Islands,May-22,132982154.4,361800.8422,2043247.52,4254.82933,1933604.985,5787.218869,20981.03037,46.89895295,576.631,573342.9311,8483.77,3083849
United States Virgin Islands,Jun-20,132982154.4,361800.8422,2043247.52,4254.82933,1933604.985,5787.218869,20981.03037,46.89895295,558.03,573342.9311,8210.1,2984370
United States Virgin Islands,Jun-21,132982154.4,361800.8422,2043247.52,4254.82933,1933604.985,5787.218869,20981.03037,46.89895295,558.03,573342.9311,8210.1,2984370
United States Virgin Islands,Jun-22,132982154.4,361800.8422,2043247.52,4254.82933,1933604.985,5787.218869,20981.03037,46.89895295,353.419,573342.9311,5199.73,1890101
United States Virgin Islands,Jul-20,132982154.4,361800.8422,2043247.52,4254.82933,1933604.985,5787.218869,20981.03037,46.89895295,576.631,573342.9311,8483.77,3083849
United States Virgin Islands,Jul-21,132982154.4,361800.8422,2043247.52,4254.82933,1933604.985,5787.218869,20981.03037,46.89895295,576.631,573342.9311,8483.77,3083849
United States Virgin Islands,Aug-20,132982154.4,361800.8422,2043247.52,4254.82933,1933604.985,5787.218869,20981.03037,46.89895295,576.631,573342.9311,8483.77,3083849
United States Virgin Islands,Aug-21,132982154.4,361800.8422,2043247.52,4254.82933,1933604.985,5787.218869,20981.03037,46.89895295,576.631,573342.9311,8483.77,3083849
United States Virgin Islands,Sep-20,132982154.4,361800.8422,2043247.52,4254.82933,1933604.985,5787.218869,20981.03037,46.89895295,558.03,573342.9311,8210.1,2984370
United States Virgin Islands,Sep-21,132982154.4,361800.8422,2043247.52,4254.82933,1933604.985,5787.218869,20981.03037,46.89895295,558.03,573342.9311,8210.1,2984370
Uruguay,Jan-21,960688,22619,9552,255,280673.459,6608.343,2790.7,74.5,454.305,637093.679,4981.948,106106676
Uruguay,Jan-22,16212553,255042,194271,309,4736640.161,74512.765,56757.983,90.274,454.305,637093.679,4981.948,106106676
Uruguay,Oct-20,77922,1078,1597,10,22765.597,314.948,466.578,2.92,454.305,637093.679,4981.948,106106676
Uruguay,Oct-21,12122759,4971,188079,23,3541770.82,1452.321,54948.937,6.716,454.305,637093.679,4981.948,106106676
Uruguay,Oct-22,30625442,5138,232629,33,8947492.634,1501.112,67964.608,9.641,454.305,637093.679,4981.948,106106676
Uruguay,Nov-20,125784,2733,2002,19,36748.902,798.473,584.904,5.548,439.65,616542.27,4821.24,102683880
Uruguay,Nov-21,11905676,5796,183119,53,3478348.112,1693.352,53499.831,15.481,439.65,616542.27,4821.24,102683880
Uruguay,Nov-22,29757972,3315,225814,19,8694053.635,968.507,65973.552,5.55,439.65,616542.27,4821.24,102683880
Uruguay,Dec-20,358979,13262,3475,104,104878.879,3874.611,1015.252,30.381,454.305,637093.679,4981.948,106106676
Uruguay,Dec-21,12535837,13688,190643,39,3662455.199,3999.07,55698.034,11.388,454.305,637093.679,4981.948,106106676
Uruguay,Dec-22,9947912,1527,75394,4,2906370.112,446.127,22027.024,1.169,146.55,205514.09,1607.08,34227960
Uruguay,Feb-21,1383421,16256,14997,172,404178.63,4749.334,4381.507,50.249,410.34,575439.452,4499.824,95838288
Uruguay,Feb-22,21789391,174037,189818,506,6365962.506,50846.444,55457,147.832,410.34,575439.452,4499.824,95838288
Uruguay,Mar-20,3023,338,4,1,883.197,98.75,1.168,0.292,278.445,390476.771,3053.452,65033124
Uruguay,Mar-21,2381456,47555,23342,366,695763.349,13893.609,6819.569,106.929,454.305,637093.679,4981.948,106106676
Uruguay,Mar-22,26928390,45473,220146,174,7867366.327,13285.337,64317.594,50.832,454.305,637093.679,4981.948,106106676
Uruguay,Apr-20,15144,326,280,16,4424.451,95.241,81.802,4.672,439.65,616542.27,4821.24,102683880
Uruguay,Apr-21,4664168,92879,52940,1642,1362677.763,27135.417,15466.885,479.726,439.65,616542.27,4821.24,102683880
Uruguay,Apr-22,26828349,9932,215631,44,7838138.465,2901.722,62998.496,12.852,439.65,616542.27,4821.24,102683880
Uruguay,May-20,22718,180,606,5,6637.263,52.587,177.045,1.46,454.305,637093.679,4981.948,106106676
Uruguay,May-21,7546728,96075,108008,1660,2204843.056,28069.158,31555.488,484.983,454.305,637093.679,4981.948,106106676
Uruguay,May-22,28108614,27910,223699,35,8212179.165,8154.152,65355.633,10.225,454.305,637093.679,4981.948,106106676
Uruguay,Jun-20,25962,113,726,5,7585.028,33.013,212.112,1.46,439.65,616542.27,4821.24,102683880
Uruguay,Jun-21,10223391,74847,151570,1317,2986853.731,21867.209,44282.509,384.771,439.65,616542.27,4821.24,102683880
Uruguay,Jun-22,28265719,31852,218538,93,8258078.768,9305.842,63847.797,27.17,439.65,616542.27,4821.24,102683880
Uruguay,Jul-20,32857,328,980,8,9599.459,95.828,286.315,2.336,454.305,637093.679,4981.948,106106676
Uruguay,Jul-21,11704226,12167,181118,371,3419492.719,3554.697,52915.215,108.391,454.305,637093.679,4981.948,106106676
Uruguay,Jul-22,29920456,12174,228541,72,8741524.768,3556.741,66770.265,21.035,454.305,637093.679,4981.948,106106676
Uruguay,Aug-20,44615,331,1224,9,13034.665,96.703,357.606,2.628,454.305,637093.679,4981.948,106106676
Uruguay,Aug-21,11884443,3417,186110,68,3472144.702,998.308,54373.673,19.862,454.305,637093.679,4981.948,106106676
Uruguay,Aug-22,30219807,9357,230262,42,8828982.795,2733.731,67273.075,12.27,454.305,637093.679,4981.948,106106676
Uruguay,Sep-20,55050,451,1371,4,16083.342,131.765,400.544,1.168,439.65,616542.27,4821.24,102683880
Uruguay,Sep-21,11613874,3994,181314,23,3393095.585,1166.881,52972.48,6.716,439.65,616542.27,4821.24,102683880
Uruguay,Sep-22,29481038,6262,223935,40,8613144.922,1829.499,65424.585,11.687,439.65,616542.27,4821.24,102683880
Uzbekistan,Jan-21,2415594,1651,19164,7,69759.112,47.679,553.431,0.203,138.539,193846.224,22456.927,1073457088
Uzbekistan,Jan-22,6435400,24105,47063,79,185845.715,696.12,1359.117,2.29,138.539,193846.224,22456.927,1073457088
Uzbekistan,Oct-20,1935712,10215,16115,96,55900.762,294.995,465.38,2.778,138.539,193846.224,22456.927,1073457088
Uzbekistan,Oct-21,5593156,12068,39787,84,161522.838,348.508,1148.995,2.435,138.539,193846.224,22456.927,1073457088
Uzbekistan,Oct-22,7576408,430,50747,4254.82933,218796.495,12.42,1465.494,46.89895295,138.539,193846.224,22456.927,1073457088
Uzbekistan,Nov-20,2106636,6162,17824,44,60836.82,177.95,514.733,1.276,134.07,187593.12,21732.51,1038829440
Uzbekistan,Nov-21,5698073,7245,40848,79,164552.701,209.226,1179.633,2.291,134.07,187593.12,21732.51,1038829440
Uzbekistan,Nov-22,7357698,1872,49110,4254.82933,212480.444,54.06,1418.22,46.89895295,134.07,187593.12,21732.51,1038829440
Uzbekistan,Dec-20,2334877,3966,18969,4,67428.113,114.531,547.805,0.116,138.539,193846.224,22456.927,1073457088
Uzbekistan,Dec-21,6088166,5695,44919,83,175818.063,164.462,1297.202,2.407,138.539,193846.224,22456.927,1073457088
Uzbekistan,Dec-22,2472874,1318,16370,4254.82933,71413.284,38.062,472.74,46.89895295,44.69,62531.04,7244.17,346276480
Uzbekistan,Feb-21,2222824,1215,17406,1,64192.172,35.089,502.674,0.029,125.132,175086.912,20283.676,969574144
Uzbekistan,Feb-22,6510433,13397,44918,71,188012.566,386.887,1297.171,2.059,125.132,175086.912,20283.676,969574144
Uzbekistan,Mar-20,1062,172,9,2,30.669,4.967,0.261,0.058,75.973,106302.768,12315.089,588670016
Uzbekistan,Mar-21,2511079,2943,19312,7,72516.59,84.989,557.714,0.203,138.539,193846.224,22456.927,1073457088
Uzbekistan,Mar-22,7355174,1344,50746,2,212407.553,38.812,1465.465,0.058,138.539,193846.224,22456.927,1073457088
Uzbekistan,Apr-20,35053,1867,144,7,1012.285,53.916,4.163,0.203,134.07,187593.12,21732.51,1038829440
Uzbekistan,Apr-21,2590272,7939,19114,20,74803.578,229.268,551.986,0.58,134.07,187593.12,21732.51,1038829440
Uzbekistan,Apr-22,7146576,847,49110,4254.82933,206383.526,24.46,1418.22,46.89895295,134.07,187593.12,21732.51,1038829440
Uzbekistan,May-20,85596,1584,363,6,2471.896,45.744,10.482,0.174,138.539,193846.224,22456.927,1073457088
Uzbekistan,May-21,2984422,9527,20783,41,86186.107,275.126,600.185,1.189,138.539,193846.224,22456.927,1073457088
Uzbekistan,May-22,7403421,432,50747,4254.82933,213800.859,12.477,1465.494,46.89895295,138.539,193846.224,22456.927,1073457088
Uzbekistan,Jun-20,168606,4880,564,11,4869.115,140.927,16.293,0.319,134.07,187593.12,21732.51,1038829440
Uzbekistan,Jun-21,3144322,10342,21334,46,90803.8,298.665,616.099,1.334,134.07,187593.12,21732.51,1038829440
Uzbekistan,Jun-22,7187933,1736,49110,4254.82933,207577.861,50.133,1418.22,46.89895295,134.07,187593.12,21732.51,1038829440
Uzbekistan,Jul-20,479255,15506,2390,115,13840.241,447.792,69.019,3.326,138.539,193846.224,22456.927,1073457088
Uzbekistan,Jul-21,3691745,18650,24637,138,106612.639,538.584,711.483,3.991,138.539,193846.224,22456.927,1073457088
Uzbekistan,Jul-22,7504248,2329,50747,4254.82933,216712.614,67.257,1465.494,46.89895295,138.539,193846.224,22456.927,1073457088
Uzbekistan,Aug-20,1068133,17884,7209,179,30846.25,516.466,208.186,5.168,138.539,193846.224,22456.927,1073457088
Uzbekistan,Aug-21,4452808,27067,30437,208,128591.121,781.659,878.98,6.001,138.539,193846.224,22456.927,1073457088
Uzbekistan,Aug-22,7549459,708,50747,4254.82933,218018.247,20.448,1465.494,46.89895295,138.539,193846.224,22456.927,1073457088
Uzbekistan,Sep-20,1468909,14824,12027,150,42420.121,428.095,347.322,4.332,134.07,187593.12,21732.51,1038829440
Uzbekistan,Sep-21,4982610,17501,35052,157,143891.088,505.407,1012.254,4.53,134.07,187593.12,21732.51,1038829440
Uzbekistan,Sep-22,7320148,417,49110,4254.82933,211396.052,12.042,1418.22,46.89895295,134.07,187593.12,21732.51,1038829440
Vanuatu,Jan-21,31,361800.8422,2043247.52,4254.82933,94.86,5787.218869,20981.03037,46.89895295,136.214,90579.179,16935.3,10129064
Vanuatu,Jan-22,217,361800.8422,31,4254.82933,664.113,5787.218869,94.86,46.89895295,136.214,90579.179,16935.3,10129064
Vanuatu,Oct-21,134,2,31,4254.82933,410.107,6.121,94.86,46.89895295,136.214,90579.179,16935.3,10129064
Vanuatu,Oct-22,371225,31,434,4254.82933,1136134.109,94.875,1328.257,46.89895295,136.214,90579.179,16935.3,10129064
Vanuatu,Nov-20,21,1,2043247.52,4254.82933,64.26,3.06,20981.03037,46.89895295,92.274,61360.089,11472.3,6861624
Vanuatu,Nov-21,180,361800.8422,30,4254.82933,550.89,5787.218869,91.8,46.89895295,131.82,87657.27,16389,9802320
Vanuatu,Nov-22,359430,361800.8422,420,4254.82933,1100035.5,5787.218869,1285.41,46.89895295,131.82,87657.27,16389,9802320
Vanuatu,Dec-20,31,361800.8422,2043247.52,4254.82933,94.86,5787.218869,20981.03037,46.89895295,136.214,90579.179,16935.3,10129064
Vanuatu,Dec-21,204,1,31,4254.82933,624.333,3.06,94.86,46.89895295,136.214,90579.179,16935.3,10129064
Vanuatu,Dec-22,119810,361800.8422,140,4254.82933,366678.5,5787.218869,428.47,46.89895295,43.94,29219.09,5463,3267440
Vanuatu,Feb-21,28,361800.8422,2043247.52,4254.82933,85.68,5787.218869,20981.03037,46.89895295,123.032,81813.452,15296.4,9148832
Vanuatu,Feb-22,283,11,28,4254.82933,866.11,33.665,85.68,46.89895295,123.032,81813.452,15296.4,9148832
Vanuatu,Mar-21,79,2,2043247.52,4254.82933,241.764,6.121,20981.03037,46.89895295,136.214,90579.179,16935.3,10129064
Vanuatu,Mar-22,27591,3361,33,1,84442.249,10286.334,100.982,3.06,136.214,90579.179,16935.3,10129064
Vanuatu,Apr-21,100,1,10,1,306.04,3.06,30.6,3.06,131.82,87657.27,16389,9802320
Vanuatu,Apr-22,175273,3951,213,11,536423.009,12092.027,651.878,33.663,131.82,87657.27,16389,9802320
Vanuatu,May-21,124,361800.8422,31,4254.82933,379.502,5787.218869,94.86,46.89895295,136.214,90579.179,16935.3,10129064
Vanuatu,May-22,258993,1758,431,1,792648.068,5380.349,1319.074,3.06,136.214,90579.179,16935.3,10129064
Vanuatu,Jun-21,120,361800.8422,30,4254.82933,367.26,5787.218869,91.8,46.89895295,131.82,87657.27,16389,9802320
Vanuatu,Jun-22,316901,2178,420,4254.82933,969875.503,6665.762,1285.41,46.89895295,131.82,87657.27,16389,9802320
Vanuatu,Jul-21,124,361800.8422,31,4254.82933,379.502,5787.218869,94.86,46.89895295,136.214,90579.179,16935.3,10129064
Vanuatu,Jul-22,360632,471,434,4254.82933,1103714.228,1441.492,1328.257,46.89895295,136.214,90579.179,16935.3,10129064
Vanuatu,Aug-21,124,361800.8422,31,4254.82933,379.502,5787.218869,94.86,46.89895295,136.214,90579.179,16935.3,10129064
Vanuatu,Aug-22,364426,91,434,4254.82933,1115325.765,278.502,1328.257,46.89895295,136.214,90579.179,16935.3,10129064
Vanuatu,Sep-21,120,361800.8422,30,4254.82933,367.26,5787.218869,91.8,46.89895295,131.82,87657.27,16389,9802320
Vanuatu,Sep-22,357530,135,420,4254.82933,1094220.562,413.165,1285.41,46.89895295,131.82,87657.27,16389,9802320
Vatican,Jan-21,837,361800.8422,2043247.52,4254.82933,1035891.102,5787.218869,20981.03037,46.89895295,258.3382356,573342.9311,7684.160669,25048
Vatican,Jan-22,865,2,2043247.52,4254.82933,1070544.56,2475.248,20981.03037,46.89895295,258.3382356,573342.9311,7684.160669,25048
Vatican,Oct-20,646,15,2043247.52,4254.82933,799504.954,18564.356,20981.03037,46.89895295,258.3382356,573342.9311,7684.160669,25048
Vatican,Oct-21,837,361800.8422,2043247.52,4254.82933,1035891.102,5787.218869,20981.03037,46.89895295,258.3382356,573342.9311,7684.160669,25048
Vatican,Oct-22,899,361800.8422,2043247.52,4254.82933,1112623.759,5787.218869,20981.03037,46.89895295,258.3382356,573342.9311,7684.160669,25048
Vatican,Nov-20,810,361800.8422,2043247.52,4254.82933,1002475.26,5787.218869,20981.03037,46.89895295,258.3382356,573342.9311,7684.160669,24240
Vatican,Nov-21,810,361800.8422,2043247.52,4254.82933,1002475.26,5787.218869,20981.03037,46.89895295,258.3382356,573342.9311,7684.160669,24240
Vatican,Nov-22,870,361800.8422,2043247.52,4254.82933,1076732.67,5787.218869,20981.03037,46.89895295,258.3382356,573342.9311,7684.160669,24240
Vatican,Dec-20,837,361800.8422,2043247.52,4254.82933,1035891.102,5787.218869,20981.03037,46.89895295,258.3382356,573342.9311,7684.160669,25048
Vatican,Dec-21,837,361800.8422,2043247.52,4254.82933,1035891.102,5787.218869,20981.03037,46.89895295,258.3382356,573342.9311,7684.160669,25048
Vatican,Dec-22,290,361800.8422,2043247.52,4254.82933,358910.89,5787.218869,20981.03037,46.89895295,258.3382356,573342.9311,7684.160669,8080
Vatican,Feb-21,756,361800.8422,2043247.52,4254.82933,935643.576,5787.218869,20981.03037,46.89895295,258.3382356,573342.9311,7684.160669,22624
Vatican,Feb-22,812,361800.8422,2043247.52,4254.82933,1004950.492,5787.218869,20981.03037,46.89895295,258.3382356,573342.9311,7684.160669,22624
Vatican,Mar-20,58,6,2043247.52,4254.82933,71782.184,7425.743,20981.03037,46.89895295,258.3382356,573342.9311,7684.160669,21008
Vatican,Mar-21,837,361800.8422,2043247.52,4254.82933,1035891.102,5787.218869,20981.03037,46.89895295,258.3382356,573342.9311,7684.160669,25048
Vatican,Mar-22,899,361800.8422,2043247.52,4254.82933,1112623.759,5787.218869,20981.03037,46.89895295,258.3382356,573342.9311,7684.160669,25048
Vatican,Apr-20,247,5,2043247.52,4254.82933,305693.068,6188.12,20981.03037,46.89895295,258.3382356,573342.9311,7684.160669,24240
Vatican,Apr-21,810,361800.8422,2043247.52,4254.82933,1002475.26,5787.218869,20981.03037,46.89895295,258.3382356,573342.9311,7684.160669,24240
Vatican,Apr-22,870,361800.8422,2043247.52,4254.82933,1076732.67,5787.218869,20981.03037,46.89895295,258.3382356,573342.9311,7684.160669,24240
Vatican,May-20,367,1,2043247.52,4254.82933,454207.915,1237.624,20981.03037,46.89895295,258.3382356,573342.9311,7684.160669,25048
Vatican,May-21,837,361800.8422,2043247.52,4254.82933,1035891.102,5787.218869,20981.03037,46.89895295,258.3382356,573342.9311,7684.160669,25048
Vatican,May-22,899,361800.8422,2043247.52,4254.82933,1112623.759,5787.218869,20981.03037,46.89895295,258.3382356,573342.9311,7684.160669,25048
Vatican,Jun-20,360,361800.8422,2043247.52,4254.82933,445544.55,5787.218869,20981.03037,46.89895295,258.3382356,573342.9311,7684.160669,24240
